senior_citizen,partner,dependents,tenure,phone_service,paperless_billing,monthly_charges,total_charges,num_support_tickets,late_payments,satisfaction_score,tenure_group,avg_charge_per_tenure,late_payment_risk_score,engagement_score,high_value_customer,gender_Female,gender_Male,multiple_lines_No,multiple_lines_No phone service,multiple_lines_Yes,internet_service_DSL,internet_service_Fiber optic,internet_service_No,online_security_No,online_security_No internet service,online_security_Yes,online_backup_No,online_backup_No internet service,online_backup_Yes,device_protection_No,device_protection_No internet service,device_protection_Yes,tech_support_No,tech_support_No internet service,tech_support_Yes,streaming_tv_No,streaming_tv_No internet service,streaming_tv_Yes,streaming_movies_No,streaming_movies_No internet service,streaming_movies_Yes,contract_Month-to-month,contract_One year,contract_Two year,payment_method_Bank transfer (automatic),payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check
-0.42665336858709313,1.053073166093349,-0.6481653671674122,0.031670356801455725,0.32961712654360775,0.8347649844031075,1.195469725693865,0.8571088169660606,1.3106467165439886,-0.9730043048225029,-0.5217618172331827,0.1568814583540842,0.9085206666616251,-0.11804019019138669,1.0812582161169646,1.7320508075688774,-0.9933554081432371,0.9933554081432372,-1.0457103416492732,-0.3296171265436078,1.278236823380621,-0.699694925718677,1.1292975053180776,-0.5493640181827123,0.9285458485845757,-0.5493640181827123,-0.5483356762730607,-0.9990004995003746,-0.5493640181827123,1.6498740458730956,-1.0188441874304772,-0.5493640181827123,1.6921849837761385,0.9100294307875164,-0.5493640181827123,-0.5328900004892589,-0.9582059109476084,-0.5493640181827123,1.5665986829772471,1.0626239334057463,-0.5493640181827123,-0.6523164491424468,-1.091137252518452,-0.5742710457985438,1.948374468510703,-0.5416476663278966,-0.5199798038391423,1.4005357880409253,-0.5352096782168152
-0.42665336858709313,1.053073166093349,-0.6481653671674122,-1.466088698644955,0.32961712654360775,0.8347649844031075,-1.6110641989939412,-1.2896542597743126,-0.7383059408984115,-0.9730043048225029,0.9883115760253499,-1.7144679454719702,-0.9002811762993198,-1.2148131536421332,-1.1836839333192468,-0.5773502691896258,1.0066890377827438,-1.0066890377827435,0.9562877597852002,-0.3296171265436078,-0.7823276420368227,-0.699694925718677,-0.8855062508247906,1.8202866713185628,-1.0769527444706635,1.8202866713185628,-0.5483356762730607,-0.9990004995003746,1.8202866713185628,-0.6061068737346011,-1.0188441874304772,1.8202866713185628,-0.5909519405901379,-1.098865559913403,1.8202866713185628,-0.5328900004892589,-0.9582059109476084,1.8202866713185628,-0.638325571740905,-0.9410667015516635,1.8202866713185628,-0.6523164491424468,0.916474987625894,-0.5742710457985438,-0.5132483596771719,-0.5416476663278966,1.9231516159219022,-0.7140124576172407,-0.5352096782168152
-0.42665336858709313,1.053073166093349,-0.6481653671674122,-0.7896813832820598,0.32961712654360775,0.8347649844031075,1.5585489887484076,-0.08015465978837519,1.9936309356914552,-0.15922875018979904,0.42203405355339935,-0.7787932435589431,1.1517231002492705,0.9330338997822456,-0.42870321684050966,1.7320508075688774,1.0066890377827438,-1.0066890377827435,-1.0457103416492732,-0.3296171265436078,1.278236823380621,-0.699694925718677,1.1292975053180776,-0.5493640181827123,0.9285458485845757,-0.5493640181827123,-0.5483356762730607,-0.9990004995003746,-0.5493640181827123,1.6498740458730956,0.9815043481005646,-0.5493640181827123,-0.5909519405901379,0.9100294307875164,-0.5493640181827123,-0.5328900004892589,1.0436170227869495,-0.5493640181827123,-0.638325571740905,1.0626239334057463,-0.5493640181827123,-0.6523164491424468,-1.091137252518452,1.7413380098407458,-0.5132483596771719,-0.5416476663278966,1.9231516159219022,-0.7140124576172407,-0.5352096782168152
-0.42665336858709313,-0.9496016347180911,-0.6481653671674122,1.2878553710468326,0.32961712654360775,0.8347649844031075,0.09392416490126963,1.277138608697894,-0.7383059408984115,-0.9730043048225029,0.9883115760253499,1.0925561602671114,0.06550560007600216,-1.2148131536421332,0.3262774996382275,-0.5773502691896258,1.0066890377827438,-1.0066890377827435,-1.0457103416492732,-0.3296171265436078,1.278236823380621,1.429194300605898,-0.8855062508247906,-0.5493640181827123,0.9285458485845757,-0.5493640181827123,-0.5483356762730607,1.0010005005003753,-0.5493640181827123,-0.6061068737346011,-1.0188441874304772,-0.5493640181827123,1.6921849837761385,0.9100294307875164,-0.5493640181827123,-0.5328900004892589,-0.9582059109476084,-0.5493640181827123,1.5665986829772471,1.0626239334057463,-0.5493640181827123,-0.6523164491424468,-1.091137252518452,-0.5742710457985438,1.948374468510703,-0.5416476663278966,-0.5199798038391423,-0.7140124576172407,1.8684266012000192
2.3438230508096156,1.053073166093349,1.5428161556520092,-0.8863109997624735,0.32961712654360775,-1.1979419581369273,0.22315576700542866,-0.6844626239027494,-0.055321721750944776,-0.9730043048225029,1.1770707501826656,-0.7787932435589431,-0.026313072711632836,-0.8492221658252177,1.0812582161169646,-0.5773502691896258,1.0066890377827438,-1.0066890377827435,-1.0457103416492732,-0.3296171265436078,1.278236823380621,1.429194300605898,-0.8855062508247906,-0.5493640181827123,0.9285458485845757,-0.5493640181827123,-0.5483356762730607,-0.9990004995003746,-0.5493640181827123,1.6498740458730956,-1.0188441874304772,-0.5493640181827123,1.6921849837761385,0.9100294307875164,-0.5493640181827123,-0.5328900004892589,1.0436170227869495,-0.5493640181827123,-0.638325571740905,-0.9410667015516635,-0.5493640181827123,1.5329982883531876,0.916474987625894,-0.5742710457985438,-0.5132483596771719,1.8462186069765705,-0.5199798038391423,-0.7140124576172407,-0.5352096782168152
-0.42665336858709313,1.053073166093349,-0.6481653671674122,-0.4514777256006123,0.32961712654360775,-1.1979419581369273,-1.0706082271689839,-0.8112357556786797,-1.421290160045878,-0.15922875018979904,1.1770707501826656,0.1568814583540842,-0.8498199226993164,-0.8949210393023321,-1.1836839333192468,-0.5773502691896258,1.0066890377827438,-1.0066890377827435,-1.0457103416492732,-0.3296171265436078,1.278236823380621,-0.699694925718677,-0.8855062508247906,1.8202866713185628,-1.0769527444706635,1.8202866713185628,-0.5483356762730607,-0.9990004995003746,1.8202866713185628,-0.6061068737346011,-1.0188441874304772,1.8202866713185628,-0.5909519405901379,-1.098865559913403,1.8202866713185628,-0.5328900004892589,-0.9582059109476084,1.8202866713185628,-0.638325571740905,-0.9410667015516635,1.8202866713185628,-0.6523164491424468,-1.091137252518452,1.7413380098407458,-0.5132483596771719,-0.5416476663278966,-0.5199798038391423,1.4005357880409253,-0.5352096782168152
-0.42665336858709313,-0.9496016347180911,-0.6481653671674122,-0.8379961915222667,0.32961712654360775,-1.1979419581369273,-1.1415589106771498,-1.042214046855568,-1.421290160045878,-0.15922875018979904,1.1770707501826656,-0.7787932435589431,-0.9715511942704584,-0.8949210393023321,-1.1836839333192468,-0.5773502691896258,1.0066890377827438,-1.0066890377827435,-1.0457103416492732,-0.3296171265436078,1.278236823380621,-0.699694925718677,-0.8855062508247906,1.8202866713185628,-1.0769527444706635,1.8202866713185628,-0.5483356762730607,-0.9990004995003746,1.8202866713185628,-0.6061068737346011,-1.0188441874304772,1.8202866713185628,-0.5909519405901379,-1.098865559913403,1.8202866713185628,-0.5328900004892589,-0.9582059109476084,1.8202866713185628,-0.638325571740905,-0.9410667015516635,1.8202866713185628,-0.6523164491424468,-1.091137252518452,-0.5742710457985438,1.948374468510703,-0.5416476663278966,-0.5199798038391423,1.4005357880409253,-0.5352096782168152
-0.42665336858709313,-0.9496016347180911,-0.6481653671674122,1.0945961380860054,0.32961712654360775,0.8347649844031075,0.506234514471682,1.4567588901068795,-1.421290160045878,-0.9730043048225029,0.044515705238767876,1.0925561602671114,0.33341844135437043,-1.5804041414590488,0.3262774996382275,-0.5773502691896258,1.0066890377827438,-1.0066890377827435,0.9562877597852002,-0.3296171265436078,-0.7823276420368227,1.429194300605898,-0.8855062508247906,-0.5493640181827123,0.9285458485845757,-0.5493640181827123,-0.5483356762730607,-0.9990004995003746,-0.5493640181827123,1.6498740458730956,0.9815043481005646,-0.5493640181827123,-0.5909519405901379,0.9100294307875164,-0.5493640181827123,-0.5328900004892589,-0.9582059109476084,-0.5493640181827123,1.5665986829772471,1.0626239334057463,-0.5493640181827123,-0.6523164491424468,-1.091137252518452,1.7413380098407458,-0.5132483596771719,1.8462186069765705,-0.5199798038391423,-0.7140124576172407,-0.5352096782168152
-0.42665336858709313,-0.9496016347180911,-0.6481653671674122,0.3215592062426965,0.32961712654360775,0.8347649844031075,-1.6110641989939412,-0.8222946393284103,-1.421290160045878,-0.9730043048225029,0.23327487939608363,0.1568814583540842,-1.2381634877756311,-1.5804041414590488,-1.1836839333192468,-0.5773502691896258,1.0066890377827438,-1.0066890377827435,-1.0457103416492732,-0.3296171265436078,1.278236823380621,-0.699694925718677,-0.8855062508247906,1.8202866713185628,-1.0769527444706635,1.8202866713185628,-0.5483356762730607,-0.9990004995003746,1.8202866713185628,-0.6061068737346011,-1.0188441874304772,1.8202866713185628,-0.5909519405901379,-1.098865559913403,1.8202866713185628,-0.5328900004892589,-0.9582059109476084,1.8202866713185628,-0.638325571740905,-0.9410667015516635,1.8202866713185628,-0.6523164491424468,-1.091137252518452,1.7413380098407458,-0.5132483596771719,-0.5416476663278966,-0.5199798038391423,-0.7140124576172407,1.8684266012000192
-0.42665336858709313,1.053073166093349,-0.6481653671674122,-1.1278850409635075,-3.0338229402279007,0.8347649844031075,-1.2143195606013402,-1.143971937640928,-0.7383059408984115,-0.15922875018979904,0.6107932277107168,-0.7787932435589431,-0.9132866540312795,-0.5293300514854166,-1.1836839333192468,-0.5773502691896258,1.0066890377827438,-1.0066890377827435,-1.0457103416492732,3.0338229402279002,-0.7823276420368227,-0.699694925718677,-0.8855062508247906,1.8202866713185628,-1.0769527444706635,1.8202866713185628,-0.5483356762730607,-0.9990004995003746,1.8202866713185628,-0.6061068737346011,-1.0188441874304772,1.8202866713185628,-0.5909519405901379,-1.098865559913403,1.8202866713185628,-0.5328900004892589,-0.9582059109476084,1.8202866713185628,-0.638325571740905,-0.9410667015516635,1.8202866713185628,-0.6523164491424468,-1.091137252518452,1.7413380098407458,-0.5132483596771719,-0.5416476663278966,1.9231516159219022,-0.7140124576172407,-0.5352096782168152
